cid,parent_cid,comment_type,content,comment_time,username,like_count,reply_count
5abf6e9a-4d72-45c8-be53-b33838392d9b,,0,最近学校又开展消防演练了,2025-11-05 08:45:19,用户301,133,0
e197fa12-7be9-443f-aef6-f14cbfe69157,5abf6e9a-4d72-45c8-be53-b33838392d9b,1,演练虽然吵但很有必要,2025-11-05 08:59:42,用户E301,31,0
f529d5d4-7a88-45d6-a6fa-42ac686c5b3c,,0,宿舍要注意用电安全啊,2025-11-05 09:23:44,用户302,148,0
11cec8b2-77e8-4f50-a440-d295ce758cff,f529d5d4-7a88-45d6-a6fa-42ac686c5b3c,1,电热水壶千万别私拉插线板,2025-11-05 09:37:28,用户E302,35,0
8c3dc247-16a5-41dc-bac0-353b3bb0ab67,,0,今天看到有人骑电动车闯红灯,2025-11-05 10:08:20,用户303,97,0
5a54b71c-c3d8-42bc-8694-cbec54e0e9ef,8c3dc247-16a5-41dc-bac0-353b3bb0ab67,1,太危险了，差点出事,2025-11-05 10:23:10,用户E303,26,0
2fc358ee-58c4-463e-81b6-0d95923b1c6e,,0,网络诈骗电话真的太多,2025-11-05 11:14:29,用户304,176,0
ef6c3e6b-a829-4f1d-af7a-12c8eb378ae3,2fc358ee-58c4-463e-81b6-0d95923b1c6e,1,一定要核实来源再转账,2025-11-05 11:28:41,用户E304,48,0
864a86f7-954f-4b19-8444-7f24be76951c,,0,小区门口装摄像头挺好的,2025-11-05 12:06:54,用户305,119,0
e9417619-abd2-4936-9e17-95e9d999feae,,0,消防通道别乱停车啊,2025-11-05 13:12:31,用户306,164,0
e040f339-1818-4a46-815e-f1597ad1a9e2,e9417619-abd2-4936-9e17-95e9d999feae,1,真遇到火灾就完了,2025-11-05 13:26:18,用户E306,41,0
8264ec3c-7a60-497d-bd5b-7c76de4052bc,,0,学校门口的交通灯坏了几天了,2025-11-05 14:20:42,用户307,103,0
1180d154-ff4b-4451-8976-3b76822bc15e,8264ec3c-7a60-497d-bd5b-7c76de4052bc,1,希望早点修好,2025-11-05 14:35:10,用户E307,28,0
9ee872cf-832c-441c-b815-1a1f2f518e7e,,0,今天宿舍楼有人抽烟被通报,2025-11-05 15:08:55,用户308,122,0
bd304890-1407-4f2f-90f0-2f23958db1a5,9ee872cf-832c-441c-b815-1a1f2f518e7e,1,禁烟令不是摆设,2025-11-05 15:23:30,用户E308,33,0
94fb31f7-b491-4045-8018-68b22c358805,,0,冬天取暖千万注意安全,2025-11-05 16:03:26,用户309,109,0
e8200dcb-1a17-4a8f-ab94-f3c9d67eecb5,94fb31f7-b491-4045-8018-68b22c358805,1,电热毯别开太久,2025-11-05 16:19:04,用户E309,29,0
028ca224-d414-4a68-9e09-09a54032533b,,0,今天学校安全讲座挺实用,2025-11-05 17:12:47,用户310,143,0
eefecf04-bc5b-4868-b653-f01852a93a29,028ca224-d414-4a68-9e09-09a54032533b,1,那个防骗视频太真实,2025-11-05 17:26:11,用户E310,36,0
14ddb9c2-f1d4-4d34-9d7f-b2e66cbf15dc,,0,晚上回宿舍记得结伴走,2025-11-05 18:10:55,用户311,132,0
4347d953-48cc-4627-826e-cda35026ee6c,14ddb9c2-f1d4-4d34-9d7f-b2e66cbf15dc,1,校园灯有的太暗了,2025-11-05 18:25:39,用户E311,32,0
c90ec6b2-77ca-4194-9933-f77bdb5fd669,,0,宿舍楼楼梯太滑了,2025-11-05 19:18:36,用户312,95,0
9c3d384a-01fe-4c1b-835e-9e0bdbc6719d,c90ec6b2-77ca-4194-9933-f77bdb5fd669,1,上次有人摔了一跤,2025-11-05 19:31:22,用户E312,23,0
9b09a7c1-aaa2-4c13-a650-f0c8ad761158,,0,最近网络钓鱼邮件特别多,2025-11-05 20:22:51,用户313,121,0
99499779-44d6-45c4-a11c-727044b8304d,9b09a7c1-aaa2-4c13-a650-f0c8ad761158,1,邮件附件千万别乱点,2025-11-05 20:38:30,用户E313,28,0
026c47b5-ff27-4bdd-9ec8-b9ad9b2db13f,,0,学校新装的监控很高清,2025-11-05 21:05:08,用户314,116,0
ae486c40-92dd-4094-8208-b35a56c7cf33,,0,消防宣传周的活动挺有趣,2025-11-06 08:40:25,用户315,128,0
3432a106-bc9e-43a5-a7af-02f2130f9bdd,ae486c40-92dd-4094-8208-b35a56c7cf33,1,模拟逃生那环节很真实,2025-11-06 08:54:52,用户E315,31,0
3f78a71c-32ac-4561-9371-ee3f816d2297,,0,有人冒充老师要资料，小心骗子,2025-11-06 09:15:33,用户316,139,0
4264e304-dbec-48c6-abe5-5beacf2f6854,3f78a71c-32ac-4561-9371-ee3f816d2297,1,别轻信微信群私信,2025-11-06 09:30:40,用户E316,34,0
c90b89fe-9bf9-43a9-af0f-f42f64b8baa5,,0,宿舍楼的灭火器被人乱动了,2025-11-06 10:05:49,用户317,111,0
79a71736-bcc6-460a-b09a-984fe0efcdfe,c90b89fe-9bf9-43a9-af0f-f42f64b8baa5,1,真出事就麻烦了,2025-11-06 10:20:27,用户E317,26,0
63eea186-a4fb-4508-b7f4-66933d4a32f9,,0,刚才看到有外卖骑手逆行,2025-11-06 11:02:16,用户318,101,0
a1a4cef1-89e7-4e7f-8709-677325fb27a6,63eea186-a4fb-4508-b7f4-66933d4a32f9,1,为了赶时间太危险,2025-11-06 11:15:38,用户E318,25,0
6773f80b-7f7c-4e7b-9c4a-9d3cc0a91e1c,,0,地震逃生演练还挺有意思,2025-11-06 12:08:41,用户319,144,0
78cbff06-b8b0-469c-9730-71c2c0610f49,6773f80b-7f7c-4e7b-9c4a-9d3cc0a91e1c,1,现场警报声吓一跳,2025-11-06 12:21:57,用户E319,37,0
c27696d5-d656-46f6-8473-ad256f9a3219,,0,最近听说有人丢电动车,2025-11-06 13:12:53,用户320,107,0
b93f7bcd-013d-400f-bc25-24259b960373,c27696d5-d656-46f6-8473-ad256f9a3219,1,停车记得锁双重锁,2025-11-06 13:26:25,用户E320,28,0
