cid,parent_cid,comment_type,content,comment_time,username,like_count,reply_count
419def45-a8c8-4458-ada1-4b30b69ab1fd,,0,这期真的太治愈了，看了三遍,2025-10-27 09:15:10,用户051,156,0
299806b3-b54d-46e4-876c-23f95323bc39,419def45-a8c8-4458-ada1-4b30b69ab1fd,1,我也是，每次都被打动,2025-10-27 09:32:42,用户A51,42,0
9fb707aa-b4c7-4a74-8aed-038a9e086241,,0,有种纪录片的质感,2025-10-27 10:20:25,用户052,88,0
0c3ea279-8645-4cf6-8f1f-0ba138f271fb,9fb707aa-b4c7-4a74-8aed-038a9e086241,1,光影很真实,2025-10-27 10:35:16,用户A52,25,0
561e6f55-65fd-4a0b-9454-cfc8b83af803,,0,这背景音乐叫什么？,2025-10-27 11:03:14,用户053,63,0
c7fef571-c084-4e61-98b1-97d19ce9275c,561e6f55-65fd-4a0b-9454-cfc8b83af803,1,《风的形状》,2025-10-27 11:19:02,用户A53,19,0
5ac5c4b6-e2ba-4c14-973e-3d4b2c3ccaff,,0,博主太会选素材了,2025-10-27 12:24:18,用户054,117,0
9d426223-f748-44c2-94dd-3dae4df2150c,5ac5c4b6-e2ba-4c14-973e-3d4b2c3ccaff,1,每帧都像画,2025-10-27 12:35:20,用户A54,33,0
30220d06-309f-44c3-a1d3-5896d33bff38,,0,这个色调真的太好看了,2025-10-27 13:17:59,用户055,79,0
dc7deb9b-c3d5-4b23-a556-5dd652813be0,,0,有点像日剧的镜头语言,2025-10-27 14:22:46,用户056,95,0
4c1645b3-3414-4225-af58-9dbf8cd7372c,dc7deb9b-c3d5-4b23-a556-5dd652813be0,1,特别干净,2025-10-27 14:39:00,用户A56,27,0
b1b0b2b9-baa0-493c-bc8f-b40c15e59659,,0,看到最后泪崩了,2025-10-27 15:31:18,用户057,163,0
b8ee2062-8fac-4776-b379-bbc9ecec601b,b1b0b2b9-baa0-493c-bc8f-b40c15e59659,1,太触动了,2025-10-27 15:47:52,用户A57,48,0
643a59d0-8369-473f-b8fb-a8dae2a040a5,,0,这期真的有力量,2025-10-27 16:43:09,用户058,138,0
79b99ccb-0386-469f-ad56-941371a49a28,643a59d0-8369-473f-b8fb-a8dae2a040a5,1,“温柔的人最强大”,2025-10-27 17:00:31,用户A58,44,0
9af633ba-c398-4e81-b835-d1b5c855609a,,0,每次都被文案打动,2025-10-27 17:50:05,用户059,119,0
087aa334-da7e-4f82-9305-ea5840af9e79,,0,看完又想起了某个人,2025-10-27 18:35:42,用户060,102,0
30c32099-bed2-4ae6-b8eb-9a1e25d1988a,087aa334-da7e-4f82-9305-ea5840af9e79,1,我懂那种感觉,2025-10-27 18:52:00,用户A60,35,0
bf2742fe-e429-4738-aa0b-c606e57cf0ab,,0,真的希望这种风格一直保持,2025-10-28 09:20:51,用户061,127,0
19653b34-4125-4273-b146-2ac1d836d745,bf2742fe-e429-4738-aa0b-c606e57cf0ab,1,永远支持,2025-10-28 09:36:09,用户A61,39,0
1aaaa8da-3fa3-4c49-aa5b-f319d66d322d,,0,光影太绝了,2025-10-28 10:14:27,用户062,84,0
d4ce72f9-69d4-4d3e-9a8e-5d37de70ad1f,1aaaa8da-3fa3-4c49-aa5b-f319d66d322d,1,感觉像电影镜头,2025-10-28 10:25:50,用户A62,22,0
65346f00-c4bc-404b-b09f-59e83f296129,,0,文案真的越来越有深度,2025-10-28 11:28:33,用户063,112,0
cd84b59f-302b-4b0b-850f-ab54852c6825,65346f00-c4bc-404b-b09f-59e83f296129,1,尤其是结尾那段,2025-10-28 11:39:46,用户A63,30,0
613a18e2-b2b5-49e2-9457-5c573e755455,,0,这音乐是原创的吗？,2025-10-28 12:10:59,用户064,74,0
0b9adcdd-b487-4233-8412-b2329b8ac1b8,,0,太美了吧这取景,2025-10-28 13:05:14,用户065,96,0
e6c07c09-249f-4895-ab66-cc564055513f,0b9adcdd-b487-4233-8412-b2329b8ac1b8,1,光线抓得好,2025-10-28 13:21:58,用户A65,28,0
81845f17-90ce-4968-bef9-4a0ec90cbabe,,0,想看这个系列的幕后,2025-10-28 14:19:44,用户066,105,0
25a2e926-10b2-4864-9f85-da41bd41d803,81845f17-90ce-4968-bef9-4a0ec90cbabe,1,他们微博有发,2025-10-28 14:35:10,用户A66,31,0
bf9da2de-0c37-4fce-9ed3-730eb630e380,,0,感觉故事很真实,2025-10-28 15:42:27,用户067,91,0
3f560ffb-e006-4b9f-8038-781d74bb5724,bf9da2de-0c37-4fce-9ed3-730eb630e380,1,像生活里的片段,2025-10-28 15:59:18,用户A67,24,0
48ef2f4d-fea0-45e5-b825-55ddacc81bb7,,0,太温柔了这期,2025-10-28 16:37:51,用户068,152,0
0330beae-c3d6-42b9-b9e7-b8f71925954d,48ef2f4d-fea0-45e5-b825-55ddacc81bb7,1,温柔到骨子里,2025-10-28 16:55:20,用户A68,50,0
cc0f7b57-aa2c-4866-b25d-a1f7c4f1ea43,,0,看到那句话直接泪目,2025-10-28 17:26:10,用户069,134,0
d551d054-ac1e-411a-b2bc-e1b91689e082,cc0f7b57-aa2c-4866-b25d-a1f7c4f1ea43,1,“要温柔也要坚定”,2025-10-28 17:44:09,用户A69,46,0
45e12367-b5db-4e1c-9aff-edd81a01713c,,0,这段bgm让我想起夏天,2025-10-28 18:18:42,用户070,83,0
57ca481c-06ae-400a-ab3f-273964c47561,,0,太喜欢这个系列了,2025-10-29 09:09:16,用户071,145,0
be59974d-c161-4446-a0f5-695397260a49,57ca481c-06ae-400a-ab3f-273964c47561,1,我都收藏了,2025-10-29 09:22:47,用户A71,38,0
5bd96136-16db-410d-8a28-d8d21d9e1653,,0,感觉节奏刚刚好,2025-10-29 10:22:03,用户072,103,0
b016a1a9-3ddd-454a-b0c8-64abf4bdd3ec,5bd96136-16db-410d-8a28-d8d21d9e1653,1,毫不拖沓,2025-10-29 10:37:55,用户A72,29,0
862e1a38-ca3e-41cb-a880-851d08a2daf3,,0,画面好有质感,2025-10-29 11:11:28,用户073,116,0
8788a991-21ba-46d2-ab41-5c265a3e4968,,0,看完好平静,2025-10-29 12:27:44,用户074,98,0
151744e8-a07f-46ba-97c4-3d8222c7debb,8788a991-21ba-46d2-ab41-5c265a3e4968,1,很疗愈,2025-10-29 12:45:09,用户A74,25,0
0c08dc39-282b-4819-abbe-4173dbc243fb,,0,太会讲故事了,2025-10-29 13:33:51,用户075,122,0
f0bef740-e359-4f92-89a3-8fb6a8015236,0c08dc39-282b-4819-abbe-4173dbc243fb,1,文案真绝,2025-10-29 13:50:21,用户A75,34,0
62e2e917-1b55-4ff5-bd85-2428fdc4e5d5,,0,感觉每一集都像电影,2025-10-29 14:16:37,用户076,139,0
d500d512-7bcb-4086-b2e9-4fd65ef97e04,62e2e917-1b55-4ff5-bd85-2428fdc4e5d5,1,剧本也写得好,2025-10-29 14:31:40,用户A76,37,0
ed5de8fe-82b6-49ed-8158-675ab41a4a89,,0,这期太短了！还想看！,2025-10-29 15:28:19,用户077,110,0
f595c6bf-c256-4c86-8d88-a32585401b6c,ed5de8fe-82b6-49ed-8158-675ab41a4a89,1,同感不够看,2025-10-29 15:45:55,用户A77,32,0
3ca1d4f9-4929-465d-a345-2c40913ec812,,0,想问滤镜名字,2025-10-29 16:20:04,用户078,75,0
1ff9b945-ebad-4d7f-9d66-9a90cdc9f34d,3ca1d4f9-4929-465d-a345-2c40913ec812,1,可能是CineBloom,2025-10-29 16:37:22,用户A78,20,0
836d4837-0684-4a41-b5b1-a617dc6d7221,,0,自己看了都想重新出发,2025-10-29 17:12:47,用户079,158,0
c45d0451-c333-4e82-8843-5683720bf21c,836d4837-0684-4a41-b5b1-a617dc6d7221,1,加油！生活还在继续,2025-10-29 17:27:14,用户A79,49,0
ccc2b8d9-11f8-4477-936b-3621e8c1f9c3,,0,这期真的有点意思,2025-10-29 18:04:18,用户080,88,0
15fabf65-e9d9-4c2a-b566-232f4bea9e5d,ccc2b8d9-11f8-4477-936b-3621e8c1f9c3,1,同感，比上期好,2025-10-29 18:19:31,用户A80,24,0
cfe387ac-afcc-4b01-8748-94c984b3ed45,,0,我爱这镜头语言,2025-10-30 09:17:03,用户081,133,0
c0f125b1-4dc5-424d-8bb5-50cb30481e43,cfe387ac-afcc-4b01-8748-94c984b3ed45,1,构图太美了,2025-10-30 09:34:12,用户A81,42,0
b281511e-11b1-478d-ac6e-953887f7c92e,,0,看完心都静了,2025-10-30 10:09:45,用户082,124,0
1c0ea3a5-602b-4d50-8439-3892681c25eb,b281511e-11b1-478d-ac6e-953887f7c92e,1,太有感染力,2025-10-30 10:26:00,用户A82,40,0
d237ce82-bbec-4844-92d7-858f36e6449a,,0,真希望能出原声带,2025-10-30 11:22:28,用户083,92,0
2d0e7045-278e-40f5-a68d-89fd45286300,d237ce82-bbec-4844-92d7-858f36e6449a,1,有版权估计难,2025-10-30 11:38:10,用户A83,27,0
c0fc948a-8b39-4984-8c4e-0d06946c5bef,,0,看完有点感动,2025-10-30 12:37:14,用户084,106,0
de366e5b-2e51-4061-9c32-b948489801cc,,0,这文案太温柔了,2025-10-30 13:41:22,用户085,147,0
1b41ac9d-8903-4f6c-861d-4c78ff7d8065,de366e5b-2e51-4061-9c32-b948489801cc,1,一字一句都戳心,2025-10-30 13:56:18,用户A85,43,0
ee8d4f06-849f-431a-a6b1-0a4a5286c9a2,,0,光影太绝太浪漫了,2025-10-30 14:29:58,用户086,118,0
495916b3-85dc-4f86-be34-15749b76fdeb,ee8d4f06-849f-431a-a6b1-0a4a5286c9a2,1,看得出团队很用心,2025-10-30 14:46:37,用户A86,36,0
49ba5aa6-5cd9-4a36-8953-07f3e1f7c426,,0,感觉像在看短片,2025-10-30 15:11:44,用户087,109,0
bf6448a7-3965-4d80-b49b-b7e3a175833d,49ba5aa6-5cd9-4a36-8953-07f3e1f7c426,1,节奏掌控太棒了,2025-10-30 15:28:05,用户A87,31,0
03ae9af7-af7f-493a-8785-3dad1c147e8f,,0,每次都让我感同身受,2025-10-30 16:20:18,用户088,130,0
49322882-7b97-4189-8901-519bbacddbe5,03ae9af7-af7f-493a-8785-3dad1c147e8f,1,太懂观众了,2025-10-30 16:33:42,用户A88,38,0
642b24c1-f54d-45fa-97c4-3921a6bb1e6f,,0,文案简直神来之笔,2025-10-30 17:12:00,用户089,173,0
ee361fbc-c4fa-44cc-944d-223b268409c0,642b24c1-f54d-45fa-97c4-3921a6bb1e6f,1,“温柔是力量”那句封神,2025-10-30 17:25:26,用户A89,54,0
e14ad4ce-604c-4ea2-8c4b-99594c05ba8d,,0,背景音乐太好听,2025-10-30 18:08:47,用户090,82,0
52e9421b-ff02-46d9-87ea-b36a2b4bf29b,e14ad4ce-604c-4ea2-8c4b-99594c05ba8d,1,重复听了五遍,2025-10-30 18:24:11,用户A90,22,0
7b5beb34-f745-4a01-b655-f55bb7f82e4a,,0,这期节奏很舒服,2025-10-31 09:16:29,用户091,95,0
